frame,Oxygen Sensor-Bank1/Sensor1,Air Flow Rate from Mass Air Flow Sensor,Engine Coolant Temperature Sensor,Oil Temperature Sensor,Intake Air Temperature Sensor,Throttle Position,Adapted Throttle Position,Battery voltage,Cranking Signal,Closed Throttle Position,Part Load Status,Vehicle Speed,Engine Speed,Target Idle Speed,Transaxle Range Switch,A/C Switch,A/C Pressure Switch,A/C Relay,Oxygen Sensor-Bank1/Sensor2,Cylinder Injection Time-Bank1,Fuel System Status,Long Term Fuel Trim-Idle Load,Long Term Fuel Trim-Part Load,Oxygen Sensor Heater Duty-Bank1/Sensor1,Oxygen Sensor Heater Duty-Bank1/Sensor2,Idle speed control actuator,EVAP Purge valve,Ignition dwell time,Camshaft Actual Position,Camshaft position target,CVVT Status,CVVT Actuation Status,CVVT Duty Control Status,CVVT Valve Duty,Ignition Timing Advance for 1 Cylinder
112,135532.55,1360.75,40.5,61,-48.0,37.02,0.26,14.12,0,0,4,0,139,87,0,0,0,2,135532.55,0.0,0,242.69,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
113,135532.55,1288.75,40.5,61,-48.0,37.49,0.26,14.12,1,2,4,0,121,88,0,0,0,2,135532.55,0.0,0,243.71,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
114,136787.48,1936.78,40.5,61,-48.0,37.49,0.26,14.02,0,2,0,0,59,88,0,0,0,2,136787.48,0.0,0,243.71,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
115,136787.48,1744.75,41.25,61,-48.0,37.49,0.26,14.12,0,2,4,0,32,87,0,0,0,2,136787.48,0.0,0,243.71,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
116,136787.48,1776.75,41.25,61,-48.0,37.02,0.26,14.12,0,0,4,0,29,88,0,0,0,2,136787.48,0.0,0,243.71,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
117,136787.48,64.78,41.25,61,-48.0,37.49,0.26,14.02,1,2,0,0,27,87,0,0,0,2,136787.48,0.0,0,243.71,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
118,155611.44,497.22,41.25,61,-48.0,49.21,0.42,14.02,1,0,0,0,25,88,0,0,0,2,155611.44,0.0,0,241.66,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
119,144317.07,17.19,41.25,61,-48.0,48.74,0.44,14.12,1,0,4,0,188,88,0,0,1,0,144317.07,0.0,0,225.28,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
120,143062.13,145.16,41.25,61,-48.0,49.67,0.45,14.12,1,0,4,0,185,88,0,0,1,0,143062.13,0.0,0,221.18,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
121,141807.2,1329.16,41.25,61,-48.0,49.67,0.45,14.02,1,2,4,0,184,87,0,0,0,0,141807.2,0.0,0,222.21,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
122,141807.2,769.16,41.25,61,-48.0,49.21,0.45,14.02,1,0,4,0,179,88,0,0,0,0,141807.2,0.0,0,224.26,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
123,141807.2,113.12,41.25,61,-48.0,49.67,0.44,14.22,0,0,0,0,174,87,0,0,0,0,141807.2,0.0,0,226.3,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
124,141807.2,761.16,41.25,61,-48.0,50.14,0.46,14.12,0,2,4,0,154,88,0,0,0,0,141807.2,0.0,0,228.35,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
125,140552.27,1801.16,41.25,61,-48.0,50.61,0.46,14.02,0,0,0,0,127,87,0,0,0,0,140552.27,0.0,0,230.4,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
126,141807.2,457.12,41.25,61,-48.0,50.14,0.45,14.02,1,0,0,0,30,87,0,0,0,0,141807.2,0.0,0,232.45,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
127,140552.27,1.12,41.25,61,-48.0,50.14,0.46,14.12,1,0,0,0,15,87,0,0,0,0,140552.27,0.0,0,232.45,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
128,140552.27,1705.16,42.0,61,-48.0,50.61,0.47,14.22,1,2,0,0,15,87,0,0,0,0,140552.27,0.0,0,233.47,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
129,139297.34,913.12,42.0,61,-48.0,50.61,0.47,14.02,0,0,0,0,15,88,0,0,1,2,139297.34,0.0,0,234.5,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
130,139297.34,257.12,42.0,61,-48.0,49.67,0.46,14.12,1,2,4,0,16,87,0,0,1,2,139297.34,0.0,0,235.52,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
131,139297.34,113.12,42.0,61,-48.0,50.61,0.47,14.02,1,0,0,0,17,88,0,0,1,2,139297.34,0.0,0,234.5,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
132,139297.34,985.06,42.0,61,-48.0,48.27,0.45,14.02,0,2,4,0,19,87,0,0,1,2,139297.34,0.0,0,235.52,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
133,131767.76,360.84,42.0,61,-48.0,43.58,0.34,14.22,0,2,0,0,96,88,0,0,0,0,131767.76,0.0,0,242.69,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
134,129257.89,1624.81,42.0,61,-48.0,42.65,0.34,14.22,1,2,0,0,172,88,0,0,1,2,129257.89,0.0,0,245.76,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
135,129257.89,1288.81,42.0,61,-48.0,43.11,0.34,14.12,0,0,0,0,174,88,0,0,1,2,129257.89,0.0,0,245.76,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
136,129257.89,1472.81,42.0,61,-48.0,44.05,0.34,14.12,0,2,4,0,170,88,0,0,1,2,129257.89,0.0,0,246.78,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
137,130512.82,1960.84,42.0,61,-48.0,43.58,0.35,14.12,0,0,4,0,160,88,0,0,0,0,130512.82,0.0,0,246.78,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
138,130512.82,1856.84,42.0,61,-48.0,44.05,0.34,14.12,1,0,4,0,146,88,0,0,0,0,130512.82,0.0,0,247.81,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
139,130512.82,936.88,42.0,61,-48.0,44.52,0.36,14.22,0,0,4,0,65,88,0,0,0,0,130512.82,0.0,0,247.81,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
140,131767.76,1640.91,42.0,61,-48.0,44.99,0.37,14.12,0,2,4,0,27,87,0,0,0,0,131767.76,0.0,0,245.76,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
141,138042.41,977.06,42.75,61,-48.0,49.67,0.45,14.22,0,2,0,0,93,87,0,0,1,2,138042.41,0.0,0,240.64,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
142,138042.41,1049.06,42.75,61,-48.0,49.67,0.46,14.02,0,0,0,0,178,87,0,0,1,2,138042.41,0.0,0,238.59,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
143,138042.41,1305.06,42.75,61,-48.0,50.14,0.46,14.12,0,0,0,0,175,88,0,0,1,2,138042.41,0.0,0,239.62,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
144,138042.41,1097.06,42.75,61,-48.0,50.61,0.47,14.22,1,0,0,0,166,87,0,0,1,2,138042.41,0.0,0,239.62,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
145,136787.48,1041.06,42.75,61,-48.0,50.14,0.47,14.12,0,2,4,0,143,88,0,0,0,2,136787.48,0.0,0,239.62,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
146,136787.48,1473.06,42.75,61,-48.0,50.61,0.47,14.22,1,2,4,0,48,88,0,0,0,2,136787.48,0.0,0,240.64,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
147,135532.55,1881.03,42.75,61,-48.0,50.14,0.47,14.12,0,0,0,0,21,88,0,0,0,2,135532.55,0.0,0,240.64,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
148,136787.48,769.06,42.75,61,-48.0,50.61,0.48,14.22,0,2,0,0,18,88,0,0,0,2,136787.48,0.0,0,241.66,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
149,136787.48,417.06,42.75,61,-48.0,50.61,0.46,14.22,0,0,4,0,21,87,0,0,0,2,136787.48,0.0,0,234.5,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.3
150,141807.2,785.19,42.75,61,-48.0,50.14,0.46,14.12,1,0,4,0,25,88,0,0,0,0,141807.2,0.0,0,216.06,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
151,146826.93,369.28,42.75,61,-48.0,50.14,0.45,14.12,1,0,0,0,109,87,0,0,0,2,146826.93,0.0,0,203.78,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
152,145572.0,1281.25,43.5,61,-48.0,50.14,0.45,14.12,1,2,0,0,159,88,0,0,0,2,145572.0,0.0,0,202.75,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
153,145572.0,201.22,43.5,61,-48.0,49.21,0.45,14.12,0,2,4,0,166,87,0,0,0,2,145572.0,0.0,0,202.75,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
154,145572.0,1305.25,43.5,61,-48.0,50.14,0.46,14.12,1,0,0,0,150,88,0,0,0,2,145572.0,0.0,0,204.8,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
155,145572.0,1521.16,43.5,61,-48.0,47.33,0.43,14.12,1,2,0,0,139,88,0,0,0,2,145572.0,0.0,0,206.85,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
156,140552.27,544.88,43.5,61,-48.0,41.24,0.31,14.12,0,2,0,0,163,87,0,0,0,0,140552.27,0.0,0,216.06,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
157,138042.41,1336.75,43.5,61,-48.0,36.08,0.25,14.12,1,0,0,0,171,88,0,0,1,2,138042.41,0.0,0,227.33,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
158,139297.34,1848.75,43.5,61,-48.0,36.55,0.25,14.12,1,0,0,0,154,87,0,0,1,2,139297.34,0.0,0,236.54,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
159,144317.07,928.53,43.5,61,-48.0,28.59,0.17,14.12,0,0,4,0,97,88,0,0,1,0,144317.07,0.0,0,241.66,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
160,160631.17,1272.56,43.5,61,-48.0,28.12,0.17,14.12,0,0,0,0,169,88,0,0,0,0,160631.17,0.0,0,249.86,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
161,200788.96,1488.59,43.5,61,-48.0,28.12,0.17,14.22,1,0,0,0,166,87,0,0,0,0,200788.96,0.0,0,261.12,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
162,200788.96,376.56,43.5,61,-48.0,27.18,0.16,14.22,1,2,4,0,153,87,0,0,0,0,200788.96,0.0,0,261.12,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
163,222122.79,1024.62,44.25,61,-48.0,27.18,0.17,14.12,1,0,0,0,149,88,0,0,0,0,222122.79,0.0,0,261.12,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
164,222122.79,1032.59,44.25,61,-48.0,26.24,0.16,14.02,0,2,4,0,143,88,0,0,0,0,222122.79,0.0,0,261.12,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
165,222122.79,1208.59,44.25,61,-48.0,26.24,0.16,14.12,1,2,4,0,63,87,0,0,0,0,222122.79,0.0,0,261.12,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
166,222122.79,1288.59,44.25,61,-48.0,25.77,0.16,14.12,0,0,4,0,35,88,0,0,0,0,222122.79,0.0,0,261.12,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
167,223377.72,624.59,44.25,61,-48.0,25.31,0.15,14.12,1,2,4,0,32,88,0,0,1,0,223377.72,0.0,0,261.12,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
168,220867.86,296.59,44.25,61,-48.0,24.84,0.15,14.12,0,2,0,0,59,87,0,0,0,0,220867.86,0.0,0,261.12,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
169,222122.79,0.56,44.25,61,-48.0,24.84,0.14,14.22,0,0,4,0,162,88,0,0,0,0,222122.79,0.0,0,261.12,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
170,220867.86,2000.56,44.25,61,-48.0,23.9,0.14,14.22,1,0,4,0,169,88,0,0,0,0,220867.86,0.0,0,261.12,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
171,220867.86,80.59,44.25,61,-48.0,24.37,0.14,14.12,0,0,4,0,169,87,0,0,0,0,220867.86,0.0,0,261.12,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
172,218357.99,232.59,45.0,61,-48.0,23.43,0.14,14.12,0,2,0,0,161,87,0,0,1,2,218357.99,0.0,0,261.12,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
173,218357.99,648.59,45.0,61,-48.0,23.9,0.14,14.12,0,2,0,0,142,88,0,0,1,2,218357.99,0.0,0,261.12,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
174,215848.13,1320.62,45.0,61,-48.0,24.37,0.14,14.02,1,2,0,0,54,88,0,0,0,2,215848.13,0.0,0,261.12,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
175,217103.06,112.62,45.0,61,-48.0,23.43,0.14,14.02,0,2,0,0,27,87,0,0,0,2,217103.06,0.0,0,261.12,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
176,210828.41,840.66,45.0,61,-48.0,23.9,0.14,14.12,1,0,4,0,25,87,0,0,0,0,210828.41,0.0,0,261.12,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
177,214593.2,1360.66,45.0,61,-48.0,23.43,0.14,14.22,0,0,4,0,28,87,0,0,1,0,214593.2,0.0,0,258.05,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
178,213338.27,1904.62,45.0,61,-48.0,23.43,0.13,14.12,0,0,4,0,27,88,0,0,1,0,213338.27,0.0,0,251.9,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
179,212083.34,456.66,45.0,61,-48.0,22.49,0.13,14.12,0,0,4,0,24,87,0,0,0,0,212083.34,0.0,0,248.83,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
180,212083.34,1072.69,45.0,61,-48.0,22.96,0.14,14.12,1,2,4,0,22,88,0,0,0,0,212083.34,0.0,0,239.62,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
181,209573.48,1856.69,45.0,61,-48.0,22.96,0.14,14.12,0,2,0,0,21,87,0,0,1,2,209573.48,0.0,0,238.59,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
182,209573.48,512.69,45.0,61,-48.0,22.96,0.14,14.02,1,2,4,0,19,88,0,0,1,2,209573.48,0.0,0,227.33,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
183,207063.61,1536.72,45.75,61,-48.0,23.43,0.14,14.02,0,0,4,0,18,88,0,0,0,2,207063.61,0.0,0,225.28,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
184,205808.68,1760.69,45.75,61,-48.0,22.49,0.13,14.12,0,2,4,0,19,88,0,0,0,2,205808.68,0.0,0,220.16,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
185,205808.68,296.72,45.75,61,-48.0,23.43,0.14,14.02,1,2,4,0,21,88,0,0,0,2,205808.68,0.0,0,211.97,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
186,203298.82,928.72,45.75,61,-48.0,22.49,0.13,14.02,1,2,4,0,22,88,0,0,1,0,203298.82,0.0,0,206.85,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
187,204553.75,1136.75,45.75,61,-48.0,23.43,0.14,14.12,1,0,0,0,24,88,0,0,1,0,204553.75,0.0,0,196.61,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
188,202043.89,1528.72,45.75,61,-48.0,22.49,0.13,14.12,0,2,0,0,25,87,0,0,0,0,202043.89,0.0,0,184.32,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
189,202043.89,1848.72,45.75,61,-48.0,22.96,0.13,14.02,0,0,4,0,26,88,0,0,0,0,202043.89,0.0,0,172.03,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
190,202043.89,1864.75,45.75,61,-48.0,22.96,0.13,14.12,0,2,0,0,38,88,0,0,0,0,202043.89,0.0,0,159.74,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
191,197024.17,16.75,45.75,61,-48.0,22.96,0.14,14.12,1,0,4,0,101,88,0,0,0,2,197024.17,0.0,0,149.5,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
192,193259.37,264.75,45.75,61,-48.0,22.96,0.13,14.12,1,2,0,0,128,88,0,0,1,0,193259.37,0.0,0,148.48,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
193,208318.55,2016.72,45.75,61,-48.0,22.96,0.14,14.12,0,2,4,0,148,88,0,0,1,2,208318.55,0.0,0,232.45,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
194,213338.27,0.62,46.5,61,-48.0,22.49,0.13,14.22,0,2,0,0,159,87,0,0,1,0,213338.27,0.0,0,239.62,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
195,214593.2,328.62,46.5,61,-48.0,22.49,0.13,14.12,1,0,4,0,156,87,0,0,1,0,214593.2,0.0,0,242.69,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.97
196,181964.99,1793.38,46.5,61,-48.0,41.71,0.32,14.12,1,2,4,0,176,88,0,0,0,0,181964.99,0.0,0,228.35,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
197,151846.65,1233.09,46.5,61,-48.0,43.58,0.34,14.02,1,0,0,0,190,88,0,0,0,0,151846.65,0.0,0,191.49,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
198,163141.03,721.47,46.5,61,-48.0,51.55,0.48,14.12,0,0,4,0,188,88,0,0,1,0,163141.03,0.0,0,192.51,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
199,154356.51,753.59,46.5,61,-48.0,56.7,0.6,14.22,0,2,4,0,177,88,0,0,1,0,154356.51,0.0,0,187.39,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
200,146826.93,345.5,46.5,61,-48.0,56.7,0.61,14.02,1,2,0,0,51,87,0,0,0,2,146826.93,0.0,0,194.56,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
201,146826.93,369.5,46.5,61,-48.0,57.17,0.63,14.02,1,0,0,0,14,87,0,0,0,2,146826.93,0.0,0,210.94,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
202,145572.0,1169.44,46.5,61,-48.0,58.11,0.64,14.12,1,2,0,0,15,87,0,0,0,2,145572.0,0.0,0,219.14,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
203,144317.07,497.41,46.5,61,-48.0,59.05,0.66,14.12,0,2,0,0,15,88,0,0,1,0,144317.07,0.0,0,225.28,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
204,144317.07,1185.41,46.5,61,-48.0,59.52,0.68,13.92,0,2,4,0,16,87,0,0,1,0,144317.07,0.0,0,230.4,0.0,50.0,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
205,143062.13,393.38,46.5,61,-48.0,59.98,0.69,14.02,1,2,0,0,19,88,0,0,1,0,143062.13,0.0,0,233.47,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
206,143062.13,1129.38,46.5,61,-48.0,60.45,0.7,14.12,1,2,0,0,29,87,0,0,1,0,143062.13,0.0,0,235.52,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
207,144317.07,161.44,47.25,61,-48.0,60.45,0.69,14.12,1,2,4,0,125,87,0,0,1,0,144317.07,0.0,0,224.26,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
208,148081.86,921.59,47.25,61,-48.0,59.52,0.68,14.02,0,0,4,0,146,87,0,0,1,2,148081.86,0.0,0,188.42,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
209,149336.79,889.59,47.25,61,-48.0,58.58,0.66,14.02,1,0,4,0,102,87,0,0,1,2,149336.79,0.0,0,184.32,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
210,148081.86,1313.59,47.25,61,-48.0,59.05,0.66,14.12,1,2,0,0,14,88,0,0,1,2,148081.86,0.0,0,188.42,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
211,149336.79,1185.62,47.25,61,-48.0,60.92,0.7,14.22,1,0,4,0,14,87,0,0,1,2,149336.79,0.0,0,190.46,0.0,50.0,0.0,2.2,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
212,149336.79,1481.75,47.25,61,-48.0,62.8,0.77,14.02,0,0,4,0,17,87,0,0,1,2,149336.79,0.0,0,192.51,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
213,149336.79,377.72,47.25,61,-48.0,64.2,0.79,14.02,0,2,0,0,19,88,0,0,1,2,149336.79,0.0,0,193.54,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
214,150591.72,1937.78,47.25,61,-48.0,64.67,0.83,14.12,0,2,0,0,28,88,0,0,0,0,150591.72,0.0,0,197.63,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
215,149336.79,801.75,47.25,61,-48.0,65.14,0.83,14.12,0,0,0,0,157,87,0,0,1,2,149336.79,0.0,0,201.73,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
216,148081.86,41.72,47.25,61,-48.0,65.14,0.82,14.02,1,0,0,0,176,88,0,0,1,2,148081.86,0.0,0,206.85,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
217,148081.86,1705.69,47.25,61,-48.0,65.14,0.82,14.02,0,0,0,0,176,87,0,0,1,2,148081.86,0.0,0,210.94,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.6
218,145572.0,1449.66,47.25,61,-48.0,64.2,0.82,14.12,0,0,4,0,172,87,0,0,0,2,145572.0,0.0,0,216.06,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
219,144317.07,393.59,47.25,61,-48.0,63.26,0.78,14.12,1,0,0,0,175,87,0,0,1,0,144317.07,0.0,0,220.16,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-74.28
220,143062.13,1161.53,47.25,61,-48.0,62.8,0.76,14.02,0,0,0,0,173,87,0,0,1,0,143062.13,0.0,0,224.26,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
221,143062.13,593.34,47.25,61,-48.0,58.58,0.67,14.02,0,2,0,0,173,87,0,0,1,0,143062.13,0.0,0,229.38,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
222,141807.2,1657.31,47.25,61,-48.0,58.58,0.66,14.12,0,2,0,0,177,88,0,0,0,0,141807.2,0.0,0,234.5,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
223,141807.2,417.28,47.25,61,-48.0,58.58,0.65,14.12,1,0,0,0,167,87,0,0,0,0,141807.2,0.0,0,237.57,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
224,144317.07,609.41,47.25,61,-48.0,58.58,0.66,14.12,0,2,4,0,149,87,0,0,1,0,144317.07,0.0,0,221.18,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.62
225,148081.86,1425.53,48.0,61,-48.0,57.17,0.62,14.02,1,0,0,0,59,87,0,0,1,2,148081.86,0.0,0,201.73,0.0,50.0,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
226,148081.86,1873.5,48.0,61,-48.0,56.7,0.62,14.12,1,0,0,0,20,88,0,0,1,2,148081.86,0.0,0,197.63,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
227,146826.93,681.47,48.0,61,-48.0,57.17,0.61,14.12,1,0,0,0,16,87,0,0,0,2,146826.93,0.0,0,197.63,0.0,50.0,0.0,2.22,0.0,0.0,60.0,60.0,0,0,0,0.0,-73.95
